"","testData.Churn","testData.temp.name"
"1698",0,"3125-RAHBV"
"1699",0,"3146-JTQHR"
"1700",0,"3178-CIFOT"
"1701",0,"3372-CDXFJ"
"1702",0,"3452-FLHYD"
"1703",0,"3486-NPGST"
"1704",0,"3547-LQRIK"
"1705",1,"3705-PSNGL"
"1706",0,"3727-OVPRY"
"1707",0,"3887-PBQAO"
"1708",0,"3982-JGSFD"
"1709",0,"4092-OFQZS"
"1710",0,"4163-HFTUK"
"1711",0,"4163-NCJAK"
"1712",0,"4291-YZODP"
"1713",0,"4378-BZYFP"
"1714",0,"4487-ZYJZK"
"1715",0,"4518-FZBSX"
"1716",0,"4815-TUMEQ"
"1717",0,"5003-OKNNK"
"1718",0,"5016-LIPDW"
"1719",0,"5214-CHIWJ"
"1720",0,"5312-TSZVC"
"1721",0,"5324-KTGCG"
"1722",0,"5519-TEEUH"
"1723",0,"5546-QUERU"
"1724",0,"5619-XZZKR"
"1725",0,"5642-MHDQT"
"1726",0,"5857-XRECV"
"1727",0,"5917-RYRMG"
"1728",0,"6072-NUQCB"
"1729",0,"6100-FJZDG"
"1730",0,"6188-UXBBR"
"1731",0,"6223-DHJGV"
"1732",0,"6248-BSHKG"
"1733",0,"6260-XLACS"
"1734",0,"6508-NJYRO"
"1735",0,"6510-UPNKS"
"1736",1,"6532-YLWSI"
"1737",0,"6754-WKSHP"
"1738",0,"6772-WFQRD"
"1739",0,"6924-TDGMT"
"1740",0,"6980-CDGFC"
"1741",0,"7009-PCARS"
"1742",0,"7026-YMSBE"
"1743",0,"7216-KAOID"
"1744",0,"7305-ZWMAJ"
"1745",0,"7311-MQJCH"
"1746",0,"7319-ZNRTR"
"1747",0,"7353-YOWFP"
"1748",0,"7560-QRBXH"
"1749",0,"7665-VIGUD"
"1750",0,"7677-SJJJK"
"1751",0,"7706-YLMQA"
"1752",0,"7872-BAAZR"
"1753",0,"8327-WKMIE"
"1754",0,"8332-OSJDW"
"1755",0,"8395-ETZKQ"
"1756",0,"8430-TWCBX"
"1757",0,"8510-BBWMU"
"1758",0,"8512-WIWYV"
"1759",0,"8590-OHDIW"
"1760",0,"8592-PLTMQ"
"1761",0,"8779-YIQQA"
"1762",0,"8884-FEEWR"
"1763",0,"8884-MRNSU"
"1764",0,"8958-JPTRR"
"1765",0,"8966-OIQHG"
"1766",0,"9067-SQTNS"
"1767",0,"9229-RQABD"
"1768",0,"9442-JTWDL"
"1769",0,"9483-GCPWE"
"1770",0,"9498-FIMXL"
"1771",0,"9522-ZSINC"
"1772",0,"9575-IWCAZ"
"1773",0,"9746-UGFAC"
"1774",0,"9845-QOMAD"
